시군명,사업장명,영업상태명,소재지시설전화번호,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,축산업무구분명
남양주시,혜인온누리약국,폐업,031-521-4646,12209,"경기도 남양주시 와부읍 덕소로97번길 15-3, 102호 (동화프라자)",경기도 남양주시 와부읍 덕소리 477-2번지,12209,동물약국
남양주시,시민약국,폐업,031-575-9864,12102,경기도 남양주시 별내5로5번길 11 (별내동),경기도 남양주시 별내동 1097-2번지,12102,동물약국
남양주시,청학 e-조은약국,폐업,031-847-4954,12084,경기도 남양주시 별내면 청학로68번길 13,경기도 남양주시 별내면 청학리 413-3번지,12084,동물약국
남양주시,가운동물약국,폐업,070-4143-4564,12262,"경기도 남양주시 가운로1길 25, 113호 (가운동, 수미소빌딩 )",경기도 남양주시 가운동 667-1번지 수미소빌딩 113호,12262,동물약국
남양주시,늘건강동물약국,폐업,031-595-8582,12166,"경기도 남양주시 화도읍 비룡로 113, 102호 (지호프라자)",경기도 남양주시 화도읍 마석우리 472-4번지 지호프라자 102호,12166,동물약국
남양주시,팜프라자 약국,폐업,031-572-0133,12008,경기도 남양주시 진접읍 금강로 1447 (홈플러스 1층),경기도 남양주시 진접읍 장현리 216-1 홈플러스 1층 ,12008,동물약국
남양주시,하나로약국,폐업,031-571-7579,12120,경기도 남양주시 퇴계원면 퇴계원로 115,경기도 남양주시 퇴계원면 퇴계원리 82-2번지,12120,동물약국
남양주시,임약국,폐업,031-574-8484,12119,경기도 남양주시 퇴계원면 퇴계원로 52,경기도 남양주시 퇴계원면 퇴계원리 255-1번지,12119,동물약국
남양주시,사슴약국,폐업,031-555-7604,12256,"경기도 남양주시 도농로 24, 2층 209호 (도농동, 부영에시앙상가동 사랑관)",경기도 남양주시 도농동 1-29번지 부영에시앙상가동 사랑관 209호,12256,동물약국
남양주시,사능온누리동물약국,폐업,031-575-7571,12136,경기도 남양주시 진건읍 사릉로402번길 2,경기도 남양주시 진건읍 용정리 786-14번지,12136,동물약국
남양주시,퇴계원 동물약국,폐업,031-571-9574,12122,경기도 남양주시 퇴계원면 퇴계원로 16,경기도 남양주시 퇴계원면 퇴계원리 218-133번지 ,12122,동물약국
남양주시,별내대학약국,폐업,031-572-8116,12113,"경기도 남양주시 순화궁로 167, 이마트 3층 (별내동)",경기도 남양주시 별내동 989 이마트 ,12113,동물약국
남양주시,이솜약국,폐업,031-574-7639,12113,"경기도 남양주시 별내중앙로 36-37, 별내 메트로망 오피스텔 103호 (별내동)",경기도 남양주시 별내동 1007-3번지 별내 메트로망 오피스텔 103호,12113,동물약국
남양주시,리베로 약국,폐업,031-595-2855,12150,"경기도 남양주시 늘을2로 20, 303호 (호평동, CH리베로빌딩)",경기도 남양주시 호평동 640-2 ,12150,동물약국
남양주시,왕동물약품,폐업,577-6093,,,경기도 남양주시 와부읍 덕소리 473-2번지,12210,동물약국
남양주시,종로약국,폐업,031-527-0081,12112,"경기도 남양주시 별내중앙로 63, 106호 (별내동)",경기도 남양주시 별내동 1018번지 106호,12112,동물약국
남양주시,아침약국,폐업,,12002,경기도 남양주시 진접읍 금강로1573번길 9,경기도 남양주시 진접읍 장현리 44-5 ,12002,동물약국
남양주시,흥안동물약국,폐업,031-563-2640,12258,"경기도 남양주시 경춘로 466, 1층 (지금동)",경기도 남양주시 지금동 136번지 1층,12258,동물약국
남양주시,마석우리약국,폐업,031-594-0162,12180,경기도 남양주시 화도읍 경춘로 1981-18,경기도 남양주시 화도읍 마석우리 271-21번지 1층 ,12180,동물약국
남양주시,다산봄약국,폐업,,12248,"경기도 남양주시 다산순환로 126, 다산진건지구 근생2-1-1 1층 110호 (다산동)",경기도 남양주시 다산동 6077번지 다산진건지구 근생2-1-1 110호,12248,동물약국
남양주시,우리들약국,폐업,031-557-3346,12284,"경기도 남양주시 다산지금로 141, 다산지금지구 근생9-3 106호 (다산동)",경기도 남양주시 다산동 6216-6 다산지금지구 근생9-3 ,12284,동물약국
남양주시,별내대학약국,폐업,031-572-8116,12113,경기도 남양주시 순화궁로 167 (별내동),경기도 남양주시 별내동 989번지,12113,동물약국
남양주시,진서동물약국,폐업,031-591-3862,12237,"경기도 남양주시 금곡로 72, 104호 (금곡동, 센타프라자)",경기도 남양주시 금곡동 153-1번지 센타프라자 104호,12237,동물약국
남양주시,e조은약국,폐업,572-9944,,경기도 남양주시 퇴계원면 퇴계원로 60,경기도 남양주시 퇴계원면 퇴계원리 266-3번지,12119,동물약국
남양주시,호평종로동물약국,폐업,031-594-9731,12150,"경기도 남양주시 늘을2로 20 (호평동, CH리베로상가 1층 118호)",경기도 남양주시 호평동 640-2번지 ch리베로상가 1층 118호,12150,동물약국
남양주시,허브약국,폐업,031-575-7571,12136,경기도 남양주시 진건읍 사릉로402번길 2,경기도 남양주시 진건읍 용정리 786-14 ,12136,동물약국
남양주시,혜인온누리약국,폐업,,12209,"경기도 남양주시 와부읍 덕소로97번길 15-3, 동화프라자",경기도 남양주시 와부읍 덕소리 477-2번지 동화프라자 ,12209,동물약국
남양주시,새소망약국,폐업,031-594-7947,12175,"경기도 남양주시 화도읍 비룡로 58, 정길프라자 4층 401호",경기도 남양주시 화도읍 마석우리 383-1 정길프라자 401호,12175,동물약국
남양주시,보성동물약국,폐업,031-512-3015,12209,경기도 남양주시 와부읍 덕소로97번길 7,경기도 남양주시 와부읍 덕소리 474-4번지 ,12209,동물약국
남양주시,건강플러스약국,폐업,031-574-8796,12066,경기도 남양주시 진접읍 해밀예당1로 30-9,경기도 남양주시 진접읍 금곡리 1081-4번지 폴리프라자1 105호,12066,동물약국
동두천시,시내약국,정상,,11346,"경기도 동두천시 지행로 53, 1층층 (지행동)",경기도 동두천시 지행동 693-5 ,11346,동물약국
동두천시,우림약국,정상,,11329,경기도 동두천시 중앙로 280-12 (생연동),경기도 동두천시 생연동 601-44 ,11329,동물약국
동두천시,우림약국,정상,031-863-696,11329,경기도 동두천시 중앙로 280-12 (생연동),경기도 동두천시 생연동 601-44번지,11329,동물약국
동두천시,건강당약국,정상,031-864-7575,11334,"경기도 동두천시 큰시장로 43 (생연동, 삼풍빌딩)",경기도 동두천시 생연동 696-3번지,11334,동물약국
동두천시,지행온누리약국,정상,031-864-1475,11346,"경기도 동두천시 지행로 59 (지행동, M클리닉센터)",경기도 동두천시 지행동 695번지,11346,동물약국
동두천시,건일약국,정상,865-2568,11326,"경기도 동두천시 동광로 55, 1층 (생연동)",경기도 동두천시 생연동 611-98 ,11326,동물약국
동두천시,유명약국,정상,861-3201,11328,경기도 동두천시 중앙로 267 (생연동),경기도 동두천시 생연동 593-6번지,11328,동물약국
동두천시,수약국,폐업,,11350,"경기도 동두천시 지행로 50, 성지에스앤비타워 4층 403호 (지행동)",경기도 동두천시 지행동 718-2번지 성지에스앤비타워 ,11350,동물약국
동두천시,새빛약국,폐업,031-861-0243,11346,"경기도 동두천시 중앙로 126, 109호 (지행동)",경기도 동두천시 지행동 693-2 생연프라자 ,11346,동물약국
동두천시,지행다솜약국,폐업,070-8241-8884,11346,"경기도 동두천시 중앙로 126, 3층 306호 (지행동, 생연프라자)",경기도 동두천시 지행동 693-2번지,11346,동물약국
부천시,약대종로약국,정상,,14492,"경기도 부천시 중동로 426, 창안빌딩 1층 (삼정동)",경기도 부천시 삼정동 303-1 창안빌딩 ,14492,동물약국
부천시,중앙메디칼약국,정상,032-344-2785,14786,"경기도 부천시 부광로 220, 우성테크노파크Ⅰ 151,152호 (옥길동)",경기도 부천시 옥길동 794-1 우성테크노파크Ⅰ ,14786,동물약국
부천시,종로프라자약국,정상,,14683,경기도 부천시 경인로484번길 20(괴안동),경기도 부천시 괴안동 173-3 ,14683,동물약국
부천시,한사랑약국,정상,,14668,경기도 부천시 지봉로121번길 6(역곡동),경기도 부천시 역곡동 106-7 ,14668,동물약국
부천시,새봄약국,정상,032-612-9195,14637,"경기도 부천시 부일로 474, 1층 (심곡동)",경기도 부천시 심곡동 175-24 ,14637,동물약국
부천시,세븐웰약국,정상,,14545,"경기도 부천시 길주로 118, 홈플러스부천상동점 3층 (상동)",경기도 부천시 상동 540-1 홈플러스부천상동점 ,14545,동물약국
부천시,상동본약국,정상,0326111088,14621,"경기도 부천시 부일로297번길 27, 1층 일부 (상동)",경기도 부천시 상동 315-3 ,14621,동물약국
부천시,유원센터약국,정상,0322406288,14558,"경기도 부천시 조마루로385번길 92, 부천테크노밸리 U1 center 127호 (원미동)",경기도 부천시 원미동 39-1 부천테크노밸리 U1 center ,14558,동물약국
부천시,힘찬약국,정상,07040956825,14762,"경기도 부천시 소사로 186, 1층 일부호 (소사본동)",경기도 부천시 소사본동 184-4 1 ,14762,동물약국
부천시,참약국,정상,,14711,"경기도 부천시 경인로 210-1, 1층 (심곡본동)",경기도 부천시 심곡본동 667-5 ,14711,동물약국
부천시,역곡나무약국,정상,,14676,"경기도 부천시 경인로 522, 위드프러스타워 5층 503호 (괴안동)",경기도 부천시 괴안동 127-2 위드프러스타워 ,14676,동물약국
부천시,이화그린약국,정상,,14580,"경기도 부천시 신흥로 167, 신영빌딩 101호 (중동)",경기도 부천시 중동 1131-3 신영빌딩 ,14580,동물약국
부천시,한강프라자온누리약국,정상,,14466,경기도 부천시 삼작로 391(원종동),경기도 부천시 원종동 373-10 ,14466,동물약국
부천시,초록약국,정상,,14711,"경기도 부천시 경인로 222, 니나 메디컬 타워 1층 일부호 (심곡본동)",경기도 부천시 심곡본동 668-23 니나 메디컬 타워 ,14711,동물약국
부천시,우리네온누리약국,정상,032-342-2119,14692,"경기도 부천시 경인로 400, 지1층 B102호 (소사본동, 훼미리아파트2차)",경기도 부천시 소사본동 62 훼미리아파트2차 ,14692,동물약국
부천시,프라자온누리약국,정상,,14644,"경기도 부천시 부천로10번길 14, 1층 일부 (심곡동)",경기도 부천시 심곡동 171-12 ,14644,동물약국
부천시,약손약국,정상,,14644,"경기도 부천시 부천로 4, 1층일부 (심곡동)",경기도 부천시 심곡동 172-15 ,14644,동물약국
부천시,상동프라자약국,정상,032-219-2700,14545,"경기도 부천시 소향로 51, 메디위즈 (상동)",경기도 부천시 상동 542-6 메디위즈 ,14545,동물약국
부천시,온누리정성약국,정상,0323282538,14623,"경기도 부천시 부일로 223, 뉴코아중동백화점 1층 7호 (상동)",경기도 부천시 상동 461 뉴코아중동백화점 ,14623,동물약국
부천시,중앙약국,정상,6835222,14433,"경기도 부천시 성오로117번길 8 (원종동, 중앙프라자)",경기도 부천시 원종동 141-3번지 중앙프라자,14433,동물약국
부천시,늘봄약국,정상,0323420050,14784,경기도 부천시 옥길로 113 (옥길동),경기도 부천시 옥길동 726-4 ,14784,동물약국
부천시,다사랑온누리약국,정상,3518856,14689,"경기도 부천시 범안로 31 (괴안동, 명성프라자)",경기도 부천시 괴안동 89번지 명성프라자,14689,동물약국
부천시,메디팜하나로약국,정상,322-9303,14598,경기도 부천시 상일로 96 (상동),경기도 부천시 상동 401번지,14598,동물약국
부천시,상생약국,정상,,14704,"경기도 부천시 경인옛로 3, 소사메디파크 107, 108호 (소사본동)",경기도 부천시 소사본동 70번지 소사메디파크 ,14704,동물약국
부천시,드림약국,정상,3234288,14505,경기도 부천시 길주로 219 (상동),경기도 부천시 중동 1034-4번지,14538,동물약국
부천시,김약국,정상,349-2177,14707,경기도 부천시 은성로19번길 47 (소사본동),경기도 부천시 소사본동 149 ,14707,동물약국
부천시,메디팜새봄약국,정상,,14700,"경기도 부천시 은성로67번길 12, 지하1층 105호 (소사본동, 소새울KCC스위첸)",경기도 부천시 소사본동 424번지 소새울KCC스위첸,14700,동물약국
부천시,구세약국,정상,032-349-4705,14754,경기도 부천시 경인로 326-1 (소사본동),경기도 부천시 소사본동 91-31 ,14754,동물약국
부천시,다민약국,정상,3468876,14676,"경기도 부천시 경인로 520 (괴안동, 창성빌딩)",경기도 부천시 괴안동 127-1번지 창성빌딩,14676,동물약국
부천시,민들레약국,정상,0326821781,14416,경기도 부천시 역곡로481번길 15 (고강동),경기도 부천시 고강동 470 ,14416,동물약국
부천시,굿모닝약국,정상,3244809,14622,경기도 부천시 석천로 188 (상동),경기도 부천시 중동 1157번지,14547,동물약국
부천시,메디팜성모약국,정상,032-349-0050,14647,경기도 부천시 부일로571번길 55 (소사동),경기도 부천시 소사동 5-42번지 ,14647,동물약국
부천시,은하약국,정상,032-324-1090,14538,"경기도 부천시 길주로 199, 굿모닝프라자 111호 (중동)",경기도 부천시 중동 1033-3 굿모닝프라자 ,14538,동물약국
부천시,뉴녹십자약국,정상,0323430307,14671,"경기도 부천시 부일로 727, B,N,G,2000빌딩 (역곡동)","경기도 부천시 역곡동 77-10 B,N,G,2000빌딩 ",14671,동물약국
부천시,한마음약국,정상,0326248169,14709,"경기도 부천시 경인로 231, 아이쇼핑 2층 (심곡본동)",경기도 부천시 심곡본동 545번지 아이쇼핑 ,14709,동물약국
부천시,제일종합약국,정상,666-7504,14585,경기도 부천시 석천로110번길 22 (중동),경기도 부천시 중동 676 ,14585,동물약국
부천시,나눔약국,정상,,14465,경기도 부천시 소사로 713 (원종동),경기도 부천시 원종동 375-1번지 ,14465,동물약국
부천시,생명사랑약국,정상,,14427,"경기도 부천시 소사로 793, 1층 (원종동)",경기도 부천시 원종동 230-4번지 ,14427,동물약국
부천시,동성약국,정상,6618275,14585,"경기도 부천시 석천로112번길 14 (중동, 중동근생빌딩)",경기도 부천시 중동 587-3번지 중동근생빌딩,14585,동물약국
부천시,시원약국,정상,0323237665,14544,"경기도 부천시 상동로 87, 가나베스트타운3 1층 112호 (상동)",경기도 부천시 상동 544-4 가나베스트타운3 ,14544,동물약국
부천시,희망약국,정상,3447369,14762,경기도 부천시 소사로 184 (소사본동),경기도 부천시 소사본동 184-6번지,14762,동물약국
부천시,오정온누리약국,정상,6778275,14442,"경기도 부천시 오정로 247 (오정동, 썬프라자)",경기도 부천시 오정동 216-1번지 썬프라자,14442,동물약국
부천시,부천수약국,정상,,14419,"경기도 부천시 소사로 802-1, 성운빌딩 103호 (원종동)",경기도 부천시 원종동 231-14 성운빌딩 ,14419,동물약국
부천시,엄지약국,정상,,14545,"경기도 부천시 송내대로 239, 소풍(부천터미널) 2층 2R52호 (상동)",경기도 부천시 상동 539-1 소풍(부천터미널) ,14545,동물약국
부천시,경기프라자약국,정상,,14544,"경기도 부천시 길주로 86, 해피플러스 101,102호 (상동)",경기도 부천시 상동 544-3 해피플러스 ,14544,동물약국
부천시,9시약국,정상,,14473,"경기도 부천시 소사로 712, 1층 (원종동)",경기도 부천시 원종동 372 ,14473,동물약국
부천시,누가약국,정상,0323455453,14670,"경기도 부천시 역곡로 24, 덕산 빌딩 105호 (역곡동)",경기도 부천시 역곡동 84번지 덕산 빌딩 ,14670,동물약국
부천시,바름약국,정상,0323228593,14546,"경기도 부천시 석천로 171, 중동프라자 112호 (중동)",경기도 부천시 중동 1162-5번지 중동프라자 ,14546,동물약국
부천시,스마트약국,정상,032-322-1066,14545,"경기도 부천시 상동로 90, 메가플러스 1층 18호 (상동)",경기도 부천시 상동 541-1 메가플러스 ,14545,동물약국
부천시,이안약국,정상,070-4024-7278,14548,"경기도 부천시 길주로 262, 이안 더 클래식 1층 129호 (중동)",경기도 부천시 중동 1148 이안 더 클래식 ,14548,동물약국
부천시,예지인한약국,정상,032-212-0826,14545,"경기도 부천시 상동로 84, 영플러스 120호 (상동)",경기도 부천시 상동 542-1 영플러스 ,14545,동물약국
부천시,사랑약국,정상,,14535,"경기도 부천시 중동로 326, 103호 (중동)",경기도 부천시 중동 1051-1 ,14535,동물약국
부천시,튼튼약국,정상,0322216774,14499,"경기도 부천시 중동로 407, 세종빌딩 1층 (삼정동)",경기도 부천시 삼정동 293-30 세종빌딩 ,14499,동물약국
부천시,약사랑약국,정상,0326624789,14633,"경기도 부천시 부천로 57-1, 선영프라자 1층 101호 (심곡동)",경기도 부천시 심곡동 355-8 선영프라자 ,14633,동물약국
부천시,원미센터약국,정상,6687313,14577,경기도 부천시 부천로 107 (심곡동),경기도 부천시 심곡동 93-13번지,14577,동물약국
부천시,고강녹십자약국,정상,0326819222,14408,경기도 부천시 역곡로 480 (고강동),경기도 부천시 고강동 347번지,14408,동물약국
부천시,즐거운약국,정상,032-682-7580,14416,경기도 부천시 고강로72번길 21 (고강동),경기도 부천시 고강동 311 ,14416,동물약국
부천시,원종태평양약국,정상,0326846737,14414,"경기도 부천시 성지로 89, 대덕빌딩 1층 (원종동)",경기도 부천시 원종동 339-20번지 대덕빌딩 ,14414,동물약국
부천시,우리온누리약국,정상,654-7733,14711,경기도 부천시 경인로 238-7 (심곡본동),경기도 부천시 심곡본동 674 ,14711,동물약국
부천시,한빛약국,정상,6116330,14567,"경기도 부천시 원미로143번길 12 (원미동, 신경철내과)",경기도 부천시 원미동 54-18번지 신경철내과,14567,동물약국
부천시,메가팜약국,정상,3223029,14545,"경기도 부천시 상동로 90 (상동, 메가플러스빌딩)",경기도 부천시 상동 541-1번지 메가플러스빌딩,14545,동물약국
부천시,동경약국,정상,032-672-6633,14499,경기도 부천시 중동로 403 (삼정동),경기도 부천시 삼정동 293-14번지,14499,동물약국
부천시,속편한동물약국,정상,,14571,경기도 부천시 조종로 48 (원미동),경기도 부천시 원미동 117-12번지,14571,동물약국
부천시,비타민약국,정상,,14485,"경기도 부천시 소사로 663, 홈플러스 부천여월점 지하2층 (여월동)",경기도 부천시 여월동 301번지 홈플러스 부천여월점,14485,동물약국
부천시,중동동서약국,정상,,14580,"경기도 부천시 조마루로285번길 34, 이스트타워 원 108호 (중동)",경기도 부천시 중동 1129번지 이스트타워 원 ,14580,동물약국
부천시,늘푸른하늘약국,정상,3221838,14543,"경기도 부천시 상동로 113 (상동, 승재프라자)",경기도 부천시 상동 534-1번지 승재프라자,14543,동물약국
부천시,한우리약국,정상,678-9463,14437,"경기도 부천시 부천로476번나길 36 (오정동, 명품팰리스)",경기도 부천시 오정동 573 명품팰리스 ,14437,동물약국
부천시,서울메디칼약국,정상,217-0065,14542,"경기도 부천시 송내대로265번길 85, 뱅뱅프라자 (상동)",경기도 부천시 상동 535-1 뱅뱅프라자 ,14542,동물약국
부천시,메디컬우리약국,정상,0326791237,14555,"경기도 부천시 부천로 198, A동 1층 (춘의동)",경기도 부천시 춘의동 165-6번지 ,14555,동물약국
부천시,다산약국,정상,0323448190,14647,경기도 부천시 부일로 567 (소사동),경기도 부천시 소사동 17-10번지 ,14647,동물약국
부천시,대화메디컬약국,정상,0326774383,14408,"경기도 부천시 역곡로 482, 유하메디빌딩 1층 (고강동)",경기도 부천시 고강동 348-1 유하메디빌딩 ,14408,동물약국
부천시,도당메디칼약국,정상,6841350,14459,경기도 부천시 삼작로 287 (도당동),경기도 부천시 도당동 116-14번지,14459,동물약국
부천시,나눔약국,정상,0326721177,14465,"경기도 부천시 소사로 713, 108호 (원종동)",경기도 부천시 원종동 375-1번지 108호,14465,동물약국
부천시,서울온누리약국,정상,032-328-7400,14545,"경기도 부천시 소향로 51, 메디위즈 101호 (상동)",경기도 부천시 상동 542-6 메디위즈 ,14545,동물약국
부천시,메디팜큰약국,정상,679-2534,14424,경기도 부천시 소사로 760 (원종동),경기도 부천시 원종동 280 ,14424,동물약국
부천시,후문소담약국,정상,,14518,"경기도 부천시 중동로 358 (약대동, 수향빌딩)",경기도 부천시 약대동 144-3 수향빌딩 ,14518,동물약국
부천시,미소담약국,정상,6126771,14618,"경기도 부천시 장말로 202 (상동, 강내과의원)",경기도 부천시 상동 236-52번지 강내과의원,14618,동물약국
부천시,신혜성약국,정상,6822707,14462,경기도 부천시 성곡로 80 (여월동),경기도 부천시 여월동 6 ,14462,동물약국
부천시,미래약국,정상,032-661-6534,14618,"경기도 부천시 장말로 198, 1층 (상동)",경기도 부천시 상동 235-6 ,14618,동물약국
부천시,가나안약국,정상,0326527582,14641,"경기도 부천시 부천로 30, 1층 (심곡동)",경기도 부천시 심곡동 168-1번지 ,14641,동물약국
부천시,나라약국,정상,032-327-3257,14538,"경기도 부천시 길주로 205, 솔라리움A동 1층 109호 (중동)",경기도 부천시 중동 1034 솔라리움A동 ,14538,동물약국
부천시,역곡큰약국,정상,032-345-0222,14676,"경기도 부천시 경인로 511, 역곡noon빌딩 105~109, 110, 113~120호 (괴안동)",경기도 부천시 괴안동 113-8 역곡noon빌딩 ,14676,동물약국
부천시,중앙대성약국,정상,6640075,14578,경기도 부천시 부천로 85 (심곡동),경기도 부천시 심곡동 104-3 ,14578,동물약국
부천시,구생약국,정상,0326712392,14409,"경기도 부천시 고리울로52번길 29, 1층 106, 107호 (고강동, DH(디에이치)주상복합빌딩)",경기도 부천시 고강동 398-2번지 DH(디에이치)주상복합빌딩 ,14409,동물약국
부천시,새희망약국,정상,0323448571,14745,"경기도 부천시 성주로 90, 1층 (송내동)",경기도 부천시 송내동 463-68 ,14745,동물약국
부천시,메디팜비타민약국,정상,0326636563,14713,"경기도 부천시 성주로 267, 명한의원 1층 (심곡본동)",경기도 부천시 심곡본동 675-1번지 명한의원 ,14713,동물약국
부천시,태양약국,정상,0326679700,14637,"경기도 부천시 부천로 1, 부천역사쇼핑몰 4층 (심곡본동)",경기도 부천시 심곡본동 316-2번지 부천역사쇼핑몰 ,14637,동물약국
부천시,효원온누리약국,정상,0325654668,14789,"경기도 부천시 범안로 221, 1층 103호 (옥길동)",경기도 부천시 옥길동 777-1번지 ,14789,동물약국
부천시,세명약국,정상,0323454762,14699,"경기도 부천시 소안로 24, 1층 101호 (괴안동)",경기도 부천시 괴안동 30-3 ,14699,동물약국
부천시,바른정한약국,정상,0323438896,14701,"경기도 부천시 소삼로 38, 휴안뷰 1층 103호 (소사본동)",경기도 부천시 소사본동 137-1번지 휴안뷰 ,14701,동물약국
부천시,아라약국,정상,032-322-0041,14544,"경기도 부천시 길주로 80, 로얄타워 101호 (상동)",경기도 부천시 상동 544-1 로얄타워 ,14544,동물약국
부천시,센타약국,정상,032-662-7778,14784,"경기도 부천시 옥길로 123, 센타프라자 104호 (옥길동)",경기도 부천시 옥길동 726-1 센타프라자 ,14784,동물약국
부천시,한가람약국,정상,6665003,14573,"경기도 부천시 부천로 80, 풍산메디칼프라자 (심곡동)",경기도 부천시 심곡동 120-22 풍산메디칼프라자 ,14573,동물약국
부천시,도당메디칼약국,정상,0326841350,14459,"경기도 부천시 삼작로 287, 1층 (도당동)",경기도 부천시 도당동 116-14번지 ,14459,동물약국
부천시,대화약국,정상,,14431,경기도 부천시 원종로 26 (원종동),경기도 부천시 원종동 217번지 ,14431,동물약국
부천시,동서약국,정상,6777301,14436,"경기도 부천시 오정로 252 (오정동, 우암빌딩)",경기도 부천시 오정동 192-6번지 우암빌딩,14436,동물약국
부천시,조광양국,정상,673-0908,14424,경기도 부천시 소사로 760 (원종동),경기도 부천시 원종동 280 ,14424,동물약국
부천시,미소가득한약국,정상,675-0531,14416,경기도 부천시 성지로102번길 22 (고강동),경기도 부천시 고강동 310 ,14416,동물약국
부천시,다산약국,정상,3448190,14647,경기도 부천시 부일로 567 (소사동),경기도 부천시 소사동 17-10번지,14647,동물약국
부천시,고은약국,정상,351-7567,14676,"경기도 부천시 경인로 505 (괴안동, 역곡하이뷰)",경기도 부천시 괴안동 113-1번지 역곡하이뷰,14676,동물약국
부천시,춘의테크노약국,정상,663-9102,14557,경기도 부천시 부천로 196 (춘의동),경기도 부천시 춘의동 203-1 ,14557,동물약국
부천시,성주약국,정상,664-0529,14748,경기도 부천시 성주로 200(심곡본동),경기도 부천시 심곡본동 639-24 ,14748,동물약국
부천시,환희약국,정상,032-678-2169,14437,경기도 부천시 오정로220번길 4 (오정동),경기도 부천시 오정동 577 ,14437,동물약국
부천시,선한약국,정상,3460697,14676,경기도 부천시 경인로 512 (괴안동),경기도 부천시 괴안동 114-7번지,14676,동물약국
부천시,성운약국,정상,3239194,14534,"경기도 부천시 길주로 319 (중동, 골든타워)",경기도 부천시 중동 1079-3번지 골든타워,14534,동물약국
부천시,큰길세명약국,정상,,14721,경기도 부천시 경인로 63 (송내동),경기도 부천시 송내동 366-6번지,14721,동물약국
부천시,삼성약국,정상,032-664-9880,14721,"경기도 부천시 경인로53번길 8, 105호 (송내동)",경기도 부천시 송내동 366 상승프라자 ,14721,동물약국
부천시,부천종로약국,정상,6128375,14709,경기도 부천시 자유로 52 (심곡본동),경기도 부천시 심곡본동 545-9번지,14709,동물약국
부천시,대은약국,정상,,14419,경기도 부천시 소사로808번길 6 (원종동),경기도 부천시 원종동 231 ,14419,동물약국
부천시,하늘약국,정상,349-5207,14682,"경기도 부천시 경인로 486, SECO프라자 (괴안동)",경기도 부천시 괴안동 109 SECO프라자 ,14682,동물약국
부천시,나눔약국,정상,032-625-2784,14465,경기도 부천시 소사로 713 (원종동),경기도 부천시 원종동 375-1번지,14465,동물약국
부천시,유명한약국,정상,3434787,14673,경기도 부천시 부일로 704 (역곡동),경기도 부천시 역곡동 49-2번지,14673,동물약국
부천시,건강100세세종약국,정상,3466166,14754,경기도 부천시 호현로489번길 32 (소사본동),경기도 부천시 소사본동 91-125번지,14754,동물약국
부천시,그린메디약국,정상,6713448,14465,"경기도 부천시 소사로 709 (원종동, 그린메디칼프라자)",경기도 부천시 원종동 375-3번지 그린메디칼프라자,14465,동물약국
부천시,샘터약국,정상,3253221,14536,경기도 부천시 도약로 144 (중동),경기도 부천시 중동 1041번지 덕유상가 106호,14536,동물약국
부천시,딸기약국,정상,032-323-7911,14538,"경기도 부천시 길주로 189, 우신빌딩 1층 101호 (중동)",경기도 부천시 중동 1033 우신빌딩 101호,14538,동물약국
부천시,다온약국,정상,032-661-6002,14574,"경기도 부천시 신흥로 150, 위브더스테이트 7동 217호 (중동)",경기도 부천시 중동 1113번지 위브더스테이트 ,14574,동물약국
부천시,메디팜유경약국,정상,0323428252,14782,"경기도 부천시 범안로 117, 현대리치모아 4층 6호 (범박동)",경기도 부천시 범박동 155-2 현대리치모아 ,14782,동물약국
부천시,하나로이화약국,정상,3290702,14580,"경기도 부천시 신흥로 187 (중동, 부천농업협동조합)",경기도 부천시 중동 1132번지 부천농업협동조합,14580,동물약국
부천시,무지개약국,정상,0322077020,14543,"경기도 부천시 길주로 91 (상동, 비잔티움)",경기도 부천시 상동 534-6번지,14543,동물약국
부천시,오대문약국,정상,674-8873,14473,경기도 부천시 소사로 712 (원종동),경기도 부천시 원종동 372 ,14473,동물약국
부천시,가림약국,정상,3228409,14579,"경기도 부천시 조마루로 231 (중동, 미리내마을 동성아파트)",경기도 부천시 중동 1181번지 미리내마을동성아파트,14579,동물약국
부천시,우리약국,정상,,14407,경기도 부천시 역곡로496번길 70 (고강동),경기도 부천시 고강동 391 ,14407,동물약국
부천시,온누리원종약국,정상,673-8705,14472,"경기도 부천시 까치로124번길 47-18 (원종동, 평화빌라)",경기도 부천시 원종동 356 평화빌라 ,14472,동물약국
부천시,봄빛온누리약국,정상,6643635,14473,경기도 부천시 소사로 698 (원종동),경기도 부천시 원종동 371-1번지,14473,동물약국
부천시,햇살약국,정상,6116161,14618,"경기도 부천시 장말로 192 (상동, 바로빌딩)",경기도 부천시 상동 235-1번지 바로빌딩,14618,동물약국
부천시,종합약국,정상,,14591,"경기도 부천시 조마루로 48 (상동, 백송마을)",경기도 부천시 상동 571-1 백송마을 ,14591,동물약국
부천시,행복한온누리,정상,6547588,14749,"경기도 부천시 성주로 224 (심곡본동, 세강빌라)",경기도 부천시 심곡본동 709번지,14749,동물약국
부천시,신한사랑약국,정상,032-343-3045,14767,경기도 부천시 은성로98번길 64 (소사본동),경기도 부천시 소사본동 278-54번지,14767,동물약국
부천시,하나약국,정상,3470303,14677,경기도 부천시 경인로 565 (괴안동),경기도 부천시 괴안동 188-15번지,14677,동물약국
